data;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
01-04-1992;134,2;138,0;134,2;134,2;134,2;134,2;134,2;138,0;134,2;134,2;138,0;138,0;134,2;134,2;134,2;134,2;134,2;134,2;134,2;134,2
01-05-1992;56,3;117,6;56,3;56,3;56,3;56,3;56,3;117,6;56,3;56,3;117,6;117,6;56,3;56,3;56,3;56,3;56,3;56,3;56,3;56,3
01-06-1992;96,6;111,0;96,6;96,6;96,6;96,6;96,6;111,0;96,6;96,6;111,0;111,0;96,6;96,6;96,6;96,6;96,6;96,6;96,6;96,6
01-07-1992;1,8;5,6;1,8;1,8;1,8;1,8;1,8;5,6;1,8;1,8;5,6;5,6;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8
01-08-1992;0,0;15,8;0,0;0,0;0,0;0,0;0,0;15,8;0,0;0,0;15,8;15,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-1992;0,0;6,8;0,0;0,0;0,0;0,0;0,0;6,8;0,0;0,0;6,8;6,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1992;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-1992;1,4;1,0;1,4;1,4;1,4;1,4;1,4;1,0;1,4;1,4;1,0;1,0;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4
01-12-1992;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-01-1993;20,4;27,2;20,4;20,4;20,4;20,4;20,4;27,2;20,4;20,4;27,2;27,2;20,4;20,4;20,4;20,4;20,4;20,4;20,4;20,4
01-02-1993;63,9;11,1;63,9;63,9;63,9;63,9;63,9;11,1;63,9;63,9;11,1;11,1;63,9;63,9;63,9;63,9;63,9;63,9;63,9;63,9
01-03-1993;132,9;124,8;132,9;132,9;132,9;132,9;132,9;124,8;132,9;132,9;124,8;124,8;132,9;132,9;132,9;132,9;132,9;132,9;132,9;132,9
01-04-1993;98,8;78,4;98,8;98,8;98,8;98,8;98,8;78,4;98,8;98,8;78,4;78,4;98,8;98,8;98,8;98,8;98,8;98,8;98,8;98,8
01-05-1993;25,0;31,1;25,0;25,0;25,0;25,0;25,0;31,1;25,0;25,0;31,1;31,1;25,0;25,0;25,0;25,0;25,0;25,0;25,0;25,0
01-06-1993;33,0;39,8;33,0;33,0;33,0;33,0;33,0;39,8;33,0;33,0;39,8;39,8;33,0;33,0;33,0;33,0;33,0;33,0;33,0;33,0
01-07-1993;82,0;160,0;82,0;82,0;82,0;82,0;82,0;160,0;82,0;82,0;160,0;160,0;82,0;82,0;82,0;82,0;82,0;82,0;82,0;82,0
01-08-1993;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-1993;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1993;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-1993;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-1993;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-01-1994;192,3;151,7;192,3;192,3;192,3;192,3;192,3;151,7;192,3;192,3;151,7;151,7;192,3;192,3;192,3;192,3;192,3;192,3;192,3;192,3
01-02-1994;340,5;314,7;340,5;340,5;340,5;340,5;340,5;314,7;340,5;340,5;314,7;314,7;340,5;340,5;340,5;340,5;340,5;340,5;340,5;340,5
01-03-1994;471,1;435,4;471,1;471,1;471,1;471,1;471,1;435,4;471,1;471,1;435,4;435,4;471,1;471,1;471,1;471,1;471,1;471,1;471,1;471,1
01-04-1994;274,0;311,4;274,0;274,0;274,0;274,0;274,0;311,4;274,0;274,0;311,4;311,4;274,0;274,0;274,0;274,0;274,0;274,0;274,0;274,0
01-05-1994;282,6;394,3;282,6;282,6;282,6;282,6;282,6;394,3;282,6;282,6;394,3;394,3;282,6;282,6;282,6;282,6;282,6;282,6;282,6;282,6
01-06-1994;230,0;424,1;230,0;230,0;230,0;230,0;230,0;424,1;230,0;230,0;424,1;424,1;230,0;230,0;230,0;230,0;230,0;230,0;230,0;230,0
01-07-1994;62,0;125,5;62,0;62,0;62,0;62,0;62,0;125,5;62,0;62,0;125,5;125,5;62,0;62,0;62,0;62,0;62,0;62,0;62,0;62,0
01-08-1994;0,0;32,0;0,0;0,0;0,0;0,0;0,0;32,0;0,0;0,0;32,0;32,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-1994;0,0;19,4;0,0;0,0;0,0;0,0;0,0;19,4;0,0;0,0;19,4;19,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-1994;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-1994;15,0;16,0;15,0;15,0;15,0;15,0;15,0;16,0;15,0;15,0;16,0;16,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0;15,0
01-01-1995;91,3;84,0;91,3;91,3;91,3;91,3;91,3;84,0;91,3;91,3;84,0;84,0;91,3;91,3;91,3;91,3;91,3;91,3;91,3;91,3
01-02-1995;253,6;223,7;253,6;253,6;253,6;253,6;253,6;223,7;253,6;253,6;223,7;223,7;253,6;253,6;253,6;253,6;253,6;253,6;253,6;253,6
01-03-1995;307,8;440,7;307,8;307,8;307,8;307,8;307,8;440,7;307,8;307,8;440,7;440,7;307,8;307,8;307,8;307,8;307,8;307,8;307,8;307,8
01-04-1995;507,4;705,7;507,4;507,4;507,4;507,4;507,4;705,7;507,4;507,4;705,7;705,7;507,4;507,4;507,4;507,4;507,4;507,4;507,4;507,4
01-05-1995;357,8;435,8;357,8;357,8;357,8;357,8;357,8;435,8;357,8;357,8;435,8;435,8;357,8;357,8;357,8;357,8;357,8;357,8;357,8;357,8
01-06-1995;94,4;88,6;94,4;94,4;94,4;94,4;94,4;88,6;94,4;94,4;88,6;88,6;94,4;94,4;94,4;94,4;94,4;94,4;94,4;94,4
01-07-1995;42,4;97,3;42,4;42,4;42,4;42,4;42,4;97,3;42,4;42,4;97,3;97,3;42,4;42,4;42,4;42,4;42,4;42,4;42,4;42,4
01-08-1995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-1995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1995;4,8;0,0;4,8;4,8;4,8;4,8;4,8;0,0;4,8;4,8;0,0;0,0;4,8;4,8;4,8;4,8;4,8;4,8;4,8;4,8
01-11-1995;11,3;0,0;11,3;11,3;11,3;11,3;11,3;0,0;11,3;11,3;0,0;0,0;11,3;11,3;11,3;11,3;11,3;11,3;11,3;11,3
01-12-1995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,4;0,0;0,0;0,0
01-01-1996;180,9;236,6;180,9;180,9;180,9;180,9;180,9;236,6;180,9;180,9;236,6;236,6;180,9;180,9;180,9;180,9;127,8;180,9;180,9;180,9
01-02-1996;111,0;85,2;111,0;111,0;111,0;111,0;111,0;85,2;111,0;111,0;85,2;85,2;111,0;111,0;111,0;111,0;300,4;111,0;111,0;111,0
01-03-1996;579,6;404,3;579,6;579,6;579,6;579,6;579,6;404,3;579,6;579,6;404,3;404,3;579,6;579,6;579,6;579,6;442,5;579,6;579,6;579,6
01-04-1996;366,8;373,5;366,8;366,8;366,8;366,8;366,8;373,5;366,8;366,8;373,5;373,5;366,8;366,8;366,8;366,8;397,2;366,8;366,8;366,8
01-05-1996;215,6;203,9;215,6;215,6;215,6;215,6;215,6;203,9;215,6;215,6;203,9;203,9;215,6;215,6;215,6;215,6;145,2;215,6;215,6;215,6
01-06-1996;30,0;0,0;30,0;30,0;30,0;30,0;30,0;0,0;30,0;30,0;0,0;0,0;30,0;30,0;30,0;30,0;6,8;30,0;30,0;30,0
01-07-1996;30,0;3,0;30,0;30,0;30,0;30,0;30,0;3,0;30,0;30,0;3,0;3,0;30,0;30,0;30,0;30,0;0,0;30,0;30,0;30,0
01-08-1996;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;6,0;0,0;6,0;6,0;6,0
01-09-1996;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1996;16,0;0,0;16,0;16,0;16,0;16,0;16,0;0,0;16,0;16,0;0,0;0,0;16,0;16,0;16,0;16,0;0,0;16,0;16,0;16,0
01-11-1996;19,0;0,0;19,0;19,0;19,0;19,0;19,0;0,0;19,0;19,0;0,0;0,0;19,0;19,0;19,0;19,0;0,0;19,0;19,0;19,0
01-12-1996;13,0;0,0;13,0;13,0;13,0;13,0;13,0;0,0;13,0;13,0;0,0;0,0;13,0;13,0;13,0;13,0;0,0;13,0;13,0;13,0
01-01-1997;11,1;5,0;11,1;11,1;11,1;11,1;11,1;5,0;11,1;11,1;5,0;5,0;11,1;11,1;11,1;11,1;4,4;11,1;11,1;11,1
01-02-1997;19,8;16,0;19,8;19,8;19,8;19,8;19,8;16,0;19,8;19,8;16,0;16,0;19,8;19,8;19,8;19,8;29,3;19,8;19,8;19,8
01-03-1997;182,4;260,6;182,4;182,4;182,4;182,4;182,4;260,6;182,4;182,4;260,6;260,6;182,4;182,4;182,4;182,4;201,0;182,4;182,4;182,4
01-04-1997;234,0;299,6;234,0;234,0;234,0;234,0;234,0;299,6;234,0;234,0;299,6;299,6;234,0;234,0;234,0;234,0;230,0;234,0;234,0;234,0
01-05-1997;223,4;251,6;223,4;223,4;223,4;223,4;223,4;251,6;223,4;223,4;251,6;251,6;223,4;223,4;223,4;223,4;223,4;223,4;223,4;223,4
01-06-1997;48,0;38,8;48,0;48,0;48,0;48,0;48,0;38,8;48,0;48,0;38,8;38,8;48,0;48,0;48,0;48,0;48,0;48,0;48,0;48,0
01-07-1997;19,0;27,0;19,0;19,0;19,0;19,0;19,0;27,0;19,0;19,0;27,0;27,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0;19,0
01-08-1997;23,2;0,0;23,2;23,2;23,2;23,2;23,2;0,0;23,2;23,2;0,0;0,0;23,2;23,2;23,2;23,2;23,2;23,2;23,2;23,2
01-09-1997;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1997;3,0;0,0;3,0;3,0;3,0;3,0;3,0;0,0;3,0;3,0;0,0;0,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0;3,0
01-11-1997;8,4;0,0;8,4;8,4;8,4;8,4;8,4;0,0;8,4;8,4;0,0;0,0;8,4;8,4;8,4;8,4;0,0;8,4;8,4;8,4
01-12-1997;16,2;17,8;16,2;16,2;16,2;16,2;16,2;17,8;16,2;16,2;17,8;17,8;16,2;16,2;16,2;16,2;16,2;16,2;16,2;16,2
01-01-1998;148,0;165,0;148,0;148,0;148,0;148,0;148,0;165,0;148,0;148,0;165,0;165,0;148,0;148,0;148,0;148,0;221,0;148,0;148,0;148,0
01-02-1998;40,0;35,0;40,0;40,0;40,0;40,0;40,0;35,0;40,0;40,0;35,0;35,0;40,0;40,0;40,0;40,0;67,4;40,0;40,0;40,0
01-03-1998;252,6;228,1;252,6;252,6;252,6;252,6;252,6;228,1;252,6;252,6;228,1;228,1;252,6;252,6;252,6;252,6;252,6;252,6;252,6;252,6
01-04-1998;212,1;159,7;212,1;212,1;212,1;212,1;212,1;159,7;212,1;212,1;159,7;159,7;212,1;212,1;212,1;212,1;112,8;212,1;212,1;212,1
01-05-1998;133,0;205,0;133,0;133,0;133,0;133,0;133,0;205,0;133,0;133,0;205,0;205,0;133,0;133,0;133,0;133,0;54,0;133,0;133,0;133,0
01-06-1998;82,0;92,0;82,0;82,0;82,0;82,0;82,0;92,0;82,0;82,0;92,0;92,0;82,0;82,0;82,0;82,0;0,0;82,0;82,0;82,0
01-07-1998;0,0;8,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-08-1998;9,3;10,0;9,3;9,3;9,3;9,3;9,3;10,0;9,3;9,3;10,0;10,0;9,3;9,3;9,3;9,3;0,0;9,3;9,3;9,3
01-09-1998;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1998;0,0;8,0;0,0;0,0;0,0;0,0;0,0;8,0;0,0;0,0;8,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-1998;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-1998;5,5;4,0;5,5;5,5;5,5;5,5;5,5;4,0;5,5;5,5;4,0;4,0;5,5;5,5;5,5;5,5;0,0;5,5;5,5;5,5
01-01-1999;93,5;37,7;93,5;93,5;93,5;93,5;93,5;37,7;93,5;93,5;37,7;37,7;93,5;93,5;93,5;93,5;93,5;93,5;93,5;93,5
01-02-1999;207,5;154,7;207,5;207,5;207,5;207,5;207,5;154,7;207,5;207,5;154,7;154,7;207,5;207,5;207,5;207,5;207,5;207,5;207,5;207,5
01-03-1999;527,5;490,9;527,5;527,5;527,5;527,5;527,5;490,9;527,5;527,5;490,9;490,9;527,5;527,5;527,5;527,5;211,4;527,5;527,5;527,5
01-04-1999;352,8;399,8;352,8;352,8;352,8;352,8;352,8;399,8;352,8;352,8;399,8;399,8;352,8;352,8;352,8;352,8;210,4;352,8;352,8;352,8
01-05-1999;232,9;299,6;232,9;232,9;232,9;232,9;232,9;299,6;232,9;232,9;299,6;299,6;232,9;232,9;232,9;232,9;168,0;232,9;232,9;232,9
01-06-1999;45,0;33,1;45,0;45,0;45,0;45,0;45,0;33,1;45,0;45,0;33,1;33,1;45,0;45,0;45,0;45,0;56,0;45,0;45,0;45,0
01-07-1999;0,0;7,5;0,0;0,0;0,0;0,0;0,0;7,5;0,0;0,0;7,5;7,5;0,0;0,0;0,0;0,0;53,2;0,0;0,0;0,0
01-08-1999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;47,0;0,0;0,0;0,0
01-09-1999;0,0;24,0;0,0;0,0;0,0;0,0;0,0;24,0;0,0;0,0;24,0;24,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-1999;0,0;3,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;3,0;3,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-1999;0,0;2,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-1999;33,5;23,3;33,5;33,5;33,5;33,5;33,5;23,3;33,5;33,5;23,3;23,3;33,5;33,5;33,5;33,5;33,5;33,5;33,5;33,5
01-01-2000;136,5;176,9;136,5;136,5;136,5;136,5;136,5;176,9;136,5;136,5;176,9;176,9;136,5;136,5;136,5;136,5;136,5;136,5;136,5;136,5
01-02-2000;121,7;115,2;121,7;121,7;121,7;121,7;121,7;115,2;121,7;121,7;115,2;115,2;121,7;121,7;121,7;121,7;121,7;121,7;121,7;121,7
01-03-2000;310,2;280,3;310,2;310,2;310,2;310,2;310,2;280,3;310,2;310,2;280,3;280,3;310,2;310,2;310,2;310,2;310,2;310,2;310,2;310,2
01-04-2000;229,8;301,3;229,8;229,8;229,8;229,8;229,8;301,3;229,8;229,8;301,3;301,3;229,8;229,8;229,8;229,8;229,8;229,8;229,8;229,8
01-05-2000;175,0;236,2;175,0;175,0;175,0;175,0;175,0;236,2;175,0;175,0;236,2;236,2;175,0;175,0;175,0;175,0;175,0;175,0;175,0;175,0
01-06-2000;92,4;157,6;92,4;92,4;92,4;92,4;92,4;157,6;92,4;92,4;157,6;157,6;92,4;92,4;92,4;92,4;92,4;92,4;92,4;92,4
01-07-2000;107,0;160,1;107,0;107,0;107,0;107,0;107,0;160,1;107,0;107,0;160,1;160,1;107,0;107,0;107,0;107,0;107,0;107,0;107,0;107,0
01-08-2000;12,3;47,0;12,3;12,3;12,3;12,3;12,3;47,0;12,3;12,3;47,0;47,0;12,3;12,3;12,3;12,3;12,3;12,3;12,3;12,3
01-09-2000;45,1;93,5;45,1;45,1;45,1;45,1;45,1;93,5;45,1;45,1;93,5;93,5;45,1;45,1;45,1;45,1;45,1;45,1;45,1;45,1
01-10-2000;0,0;4,8;0,0;0,0;0,0;0,0;0,0;4,8;0,0;0,0;4,8;4,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-2000;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-2000;0,0;0,5;0,0;0,0;0,0;0,0;0,0;0,5;0,0;0,0;0,5;0,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-01-2001;70,3;0,0;70,3;70,3;70,3;70,3;70,3;0,0;70,3;70,3;0,0;0,0;70,3;70,3;70,3;70,3;198,0;70,3;70,3;70,3
01-02-2001;58,1;28,7;58,1;58,1;58,1;58,1;58,1;28,7;58,1;58,1;28,7;28,7;58,1;58,1;58,1;58,1;96,0;58,1;58,1;58,1
01-03-2001;160,5;167,2;160,5;160,5;160,5;160,5;160,5;167,2;160,5;160,5;167,2;167,2;160,5;160,5;160,5;160,5;156,0;160,5;160,5;160,5
01-04-2001;458,8;838,2;458,8;458,8;458,8;458,8;458,8;838,2;458,8;458,8;838,2;838,2;458,8;458,8;458,8;458,8;380,0;458,8;458,8;458,8
01-05-2001;33,0;17,2;33,0;33,0;33,0;33,0;33,0;17,2;33,0;33,0;17,2;17,2;33,0;33,0;33,0;33,0;51,0;33,0;33,0;33,0
01-06-2001;116,5;71,0;116,5;116,5;116,5;116,5;116,5;71,0;116,5;116,5;71,0;71,0;116,5;116,5;116,5;116,5;132,0;116,5;116,5;116,5
01-07-2001;25,0;21,0;25,0;25,0;25,0;25,0;25,0;21,0;25,0;25,0;21,0;21,0;25,0;25,0;25,0;25,0;0,0;25,0;25,0;25,0
01-08-2001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-2001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-2001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-2001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,0;0,0;0,0;0,0
01-12-2001;2,5;10,4;2,5;2,5;2,5;2,5;2,5;10,4;2,5;2,5;10,4;10,4;2,5;2,5;2,5;2,5;3,0;2,5;2,5;2,5
01-01-2002;335,2;329,8;335,2;335,2;335,2;335,2;335,2;329,8;335,2;335,2;329,8;329,8;335,2;335,2;335,2;335,2;271,0;335,2;335,2;335,2
01-02-2002;76,4;64,0;76,4;76,4;76,4;76,4;76,4;64,0;76,4;76,4;64,0;64,0;76,4;76,4;76,4;76,4;126,0;76,4;76,4;76,4
01-03-2002;354,4;347,3;354,4;354,4;354,4;354,4;354,4;347,3;354,4;354,4;347,3;347,3;354,4;354,4;354,4;354,4;431,0;354,4;354,4;354,4
01-04-2002;343,6;440,0;343,6;343,6;343,6;343,6;343,6;440,0;343,6;343,6;440,0;440,0;343,6;343,6;343,6;343,6;421,0;343,6;343,6;343,6
01-05-2002;154,5;227,7;154,5;154,5;154,5;154,5;154,5;227,7;154,5;154,5;227,7;227,7;154,5;154,5;154,5;154,5;142,0;154,5;154,5;154,5
01-06-2002;165,0;211,5;165,0;165,0;165,0;165,0;165,0;211,5;165,0;165,0;211,5;211,5;165,0;165,0;165,0;165,0;150,0;165,0;165,0;165,0
01-07-2002;42,0;36,0;42,0;42,0;42,0;42,0;42,0;36,0;42,0;42,0;36,0;36,0;42,0;42,0;42,0;42,0;82,0;42,0;42,0;42,0
01-08-2002;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-2002;0,0;1,5;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;1,5;1,5;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0
01-10-2002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-2002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0
01-12-2002;0,0;6,7;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;6,7;6,7;0,0;0,0;0,0;0,0;13,0;0,0;0,0;0,0
01-01-2003;101,2;176,8;101,2;101,2;101,2;101,2;101,2;176,8;101,2;101,2;176,8;176,8;101,2;101,2;101,2;101,2;87,0;101,2;101,2;101,2
01-02-2003;364,7;221,0;364,7;364,7;364,7;364,7;364,7;221,0;364,7;364,7;221,0;221,0;364,7;364,7;364,7;364,7;571,0;364,7;364,7;364,7
01-03-2003;567,3;505,1;567,3;567,3;567,3;567,3;567,3;505,1;567,3;567,3;505,1;505,1;567,3;567,3;567,3;567,3;558,0;567,3;567,3;567,3
01-04-2003;369,4;415,2;369,4;369,4;369,4;369,4;369,4;415,2;369,4;369,4;415,2;415,2;369,4;369,4;369,4;369,4;497,0;369,4;369,4;369,4
01-05-2003;291,6;284,4;291,6;291,6;291,6;291,6;291,6;284,4;291,6;291,6;284,4;284,4;291,6;291,6;291,6;291,6;255,0;291,6;291,6;291,6
01-06-2003;93,6;182,2;93,6;93,6;93,6;93,6;93,6;182,2;93,6;93,6;182,2;182,2;93,6;93,6;93,6;93,6;93,6;93,6;93,6;93,6
01-07-2003;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-08-2003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-2003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-2003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-2003;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-2003;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-01-2004;369,0;403,9;369,0;369,0;369,0;369,0;369,0;403,9;369,0;369,0;403,9;403,9;369,0;369,0;369,0;369,0;369,0;369,0;369,0;369,0
01-02-2004;231,0;213,8;231,0;231,0;231,0;231,0;231,0;213,8;231,0;231,0;213,8;213,8;231,0;231,0;231,0;231,0;231,0;231,0;231,0;231,0
01-03-2004;273,0;356,4;273,0;273,0;273,0;273,0;273,0;356,4;273,0;273,0;356,4;356,4;273,0;273,0;273,0;273,0;273,0;273,0;273,0;273,0
01-04-2004;137,0;194,8;137,0;137,0;137,0;137,0;137,0;194,8;137,0;137,0;194,8;194,8;137,0;137,0;137,0;137,0;137,0;137,0;137,0;137,0
01-05-2004;57,0;83,4;57,0;57,0;57,0;57,0;57,0;83,4;57,0;57,0;83,4;83,4;57,0;57,0;57,0;57,0;57,0;57,0;57,0;57,0
01-06-2004;284,0;343,8;284,0;284,0;284,0;284,0;284,0;343,8;284,0;284,0;343,8;343,8;284,0;284,0;284,0;284,0;284,0;284,0;284,0;284,0
01-07-2004;81,0;173,4;81,0;81,0;81,0;81,0;81,0;173,4;81,0;81,0;173,4;173,4;81,0;81,0;81,0;81,0;81,0;81,0;81,0;81,0
01-08-2004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-09-2004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-10-2004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-11-2004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-12-2004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
01-01-2005;10,0;17,8;10,0;10,0;10,0;10,0;10,0;17,8;10,0;10,0;17,8;17,8;10,0;10,0;10,0;10,0;10,0;10,0;10,0;10,0
01-02-2005;75,0;92,8;75,0;75,0;75,0;75,0;75,0;92,8;75,0;75,0;92,8;92,8;75,0;75,0;75,0;75,0;75,0;75,0;75,0;75,0
01-03-2005;243,4;195,6;243,4;243,4;243,4;243,4;243,4;195,6;243,4;243,4;195,6;195,6;243,4;243,4;243,4;243,4;243,4;243,4;243,4;243,4
01-04-2005;241,7;111,2;241,7;241,7;241,7;241,7;241,7;111,2;241,7;241,7;111,2;111,2;241,7;241,7;241,7;241,7;241,7;241,7;241,7;241,7
01-05-2005;319,0;288,4;319,0;319,0;319,0;319,0;319,0;288,4;319,0;319,0;288,4;288,4;319,0;319,0;319,0;319,0;319,0;319,0;319,0;319,0
01-06-2005;133,7;218,0;133,7;133,7;133,7;133,7;133,7;218,0;133,7;133,7;218,0;218,0;133,7;133,7;133,7;133,7;133,7;133,7;133,7;133,7
01-07-2005;24,0;42,6;24,0;24,0;24,0;24,0;24,0;42,6;24,0;24,0;42,6;42,6;24,0;24,0;24,0;24,0;24,0;24,0;24,0;24,0
