id,Municipios,Postos,Latitude,Longitude,Anos,Meses,Total,Dia1,Dia2,Dia3,Dia4,Dia5,Dia6,Dia7,Dia8,Dia9,Dia10,Dia11,Dia12,Dia13,Dia14,Dia15,Dia16,Dia17,Dia18,Dia19,Dia20,Dia21,Dia22,Dia23,Dia24,Dia25,Dia26,Dia27,Dia28,Dia29,Dia30,Dia31,Ano_inicial,Ano_final,Primeiro_mes,Ultimo_mes,Meses_de_Falha,Intervalo_dias,Total_Falhas,Intervalo_anos,Intervalo_meses,dias_medidos,Porcentagem_dias_Falhas,Anos_de_Falha,Anos_completos_medidos,Porcentagem_anos_Falhas
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,1,"999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,2,"999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,3,"999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,4,"999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0","999,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,5,"17,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0","0,0","5,0","0,0","2,0","2,0","0,0","0,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,6,"58,9","0,0","0,0","6,0","0,0","5,0","0,0","0,0","0,0","0,0","16,0","3,0","0,0","0,0","5,8","13,0","0,0","2,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","4,8","3,3","0,0","0,0","0,0","888,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,7,"38,5","6,6","0,0","0,0","0,0","10,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","16,0","0,0","0,0","5,9","0,0","0,0","0,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,8,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,9,"57,0","0,0","18,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","33,0","3,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","888,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,10,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,11,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","888,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
380,Quixeramobim,VICENTE DE CASTRO,"0,0","0,0",1973,12,"8,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","8,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0",1973,2024,5,12,566,19006,17429,52,624,1577,"91,7",50,2,"96,15"
