id,Municipios,Postos,Latitude,Longitude,Anos,Meses,Total,Dia1,Dia2,Dia3,Dia4,Dia5,Dia6,Dia7,Dia8,Dia9,Dia10,Dia11,Dia12,Dia13,Dia14,Dia15,Dia16,Dia17,Dia18,Dia19,Dia20,Dia21,Dia22,Dia23,Dia24,Dia25,Dia26,Dia27,Dia28,Dia29,Dia30,Dia31,Ano_inicial,Ano_final,Primeiro_mes
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,1,"3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","0,0","0,0","0,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,2,"3,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","3,0","0,0","0,0","888,0","888,0","888,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,3,"178,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","41,0","0,0","14,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","31,0","17,0","0,0","15,0","0,0","0,0","0,0","0,0","0,0","60,0","0,0","0,0","0,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,4,"180,0","0,0","25,0","0,0","30,0","0,0","0,0","0,0","0,0","0,0","0,0","93,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,0","0,0","15,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","888,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,5,"17,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","17,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,6,"40,0","0,0","10,0","0,0","5,0","10,0","0,0","15,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","888,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,7,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,8,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,9,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","888,0","2001,0","2008,0","1,0"
592,Caridade,FAZENDA ALTO VERMELHO,"-4,133","-39,15",2001,10,"0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","2001,0","2008,0","1,0"
